order_id,date,manager,city,product,quantity,unit_price,revenue
10123,2025-09-18,Светлана,Шымкент,Мышь беспроводная,1,15100.0,15100.0
10124,2025-09-18,Ерлан,Алматы,Клавиатура механ.,1,32300.0,32300.0
10125,2025-09-18,Айгерим,Астана,Док-станция USB-C,2,51600.0,103200.0
10126,2025-09-18,Ерлан,Караганда,Мышь беспроводная,1,13700.0,13700.0
10127,2025-09-18,Светлана,Алматы,Док-станция USB-C,2,57600.0,115300.0
10128,2025-09-18,Айгерим,Шымкент,Мышь беспроводная,2,14100.0,28200.0
10129,2025-09-18,Айгерим,Алматы,Ноутбук Pro 14,2,412000.0,824100.0
10130,2025-09-18,Айгерим,Алматы,"Монитор 27""",5,125000.0,624900.0
10131,2025-09-18,Мария,Алматы,"Монитор 27""",2,134500.0,269000.0
10132,2025-09-18,Мария,Астана,"Монитор 27""",1,139000.0,139000.0
10133,2025-09-18,Айгерим,Алматы,Клавиатура механ.,2,32600.0,65200.0
10134,2025-09-18,Ерлан,Астана,Веб-камера 4K,2,39500.0,79000.0
10135,2025-09-18,Мария,Караганда,Мышь беспроводная,3,14900.0,44800.0
10136,2025-09-18,Данияр,Астана,Клавиатура механ.,2,33000.0,66000.0
10137,2025-09-18,Данияр,Караганда,Веб-камера 4K,2,38300.0,76600.0
10138,2025-09-18,Данияр,Алматы,Наушники ANC,2,64100.0,128300.0
10139,2025-09-18,Данияр,Алматы,"Монитор 27""",1,140500.0,140500.0
10140,2025-09-19,Мария,Караганда,Клавиатура механ.,1,32400.0,32400.0
10141,2025-09-19,Ерлан,Караганда,Веб-камера 4K,2,40300.0,80500.0
10142,2025-09-19,Ерлан,Шымкент,Мышь беспроводная,3,15200.0,45500.0
10143,2025-09-19,Данияр,Астана,Ноутбук Pro 14,1,426400.0,426400.0
10144,2025-09-19,Светлана,Алматы,Док-станция USB-C,2,58600.0,117200.0
10145,2025-09-19,Данияр,Алматы,Веб-камера 4K,3,41700.0,125200.0
10146,2025-09-19,Мария,Караганда,Клавиатура механ.,1,32700.0,32700.0
10147,2025-09-19,Данияр,Шымкент,Док-станция USB-C,2,58600.0,117300.0
10148,2025-09-19,Ерлан,Караганда,Наушники ANC,1,67500.0,67500.0
10149,2025-09-19,Данияр,Алматы,Мышь беспроводная,3,13400.0,40200.0
10150,2025-09-19,Ерлан,Шымкент,Клавиатура механ.,1,32200.0,32200.0
10151,2025-09-19,Ерлан,Алматы,Ноутбук Pro 14,5,426800.0,2133900.0
10152,2025-09-19,Светлана,Алматы,Док-станция USB-C,1,56000.0,56000.0
10153,2025-09-19,Айгерим,Алматы,Док-станция USB-C,2,56500.0,112900.0
10154,2025-09-19,Айгерим,Шымкент,Наушники ANC,5,68500.0,342500.0
10155,2025-09-19,Данияр,Астана,Мышь беспроводная,1,14900.0,14900.0
10156,2025-09-19,Светлана,Алматы,Мышь беспроводная,1,13900.0,13900.0
10157,2025-09-20,Ерлан,Астана,Ноутбук Pro 14,2,440900.0,881700.0
10158,2025-09-20,Мария,Алматы,Ноутбук Pro 14,1,436400.0,436400.0
10159,2025-09-20,Айгерим,Алматы,Ноутбук Pro 14,1,390100.0,390100.0
10160,2025-09-20,Данияр,Алматы,Клавиатура механ.,2,32100.0,64200.0
10161,2025-09-20,Мария,Алматы,Док-станция USB-C,5,57000.0,285000.0
10162,2025-09-20,Данияр,Караганда,Клавиатура механ.,5,30400.0,152100.0
10163,2025-09-20,Мария,Астана,Клавиатура механ.,2,32500.0,65100.0
10164,2025-09-21,Светлана,Астана,Наушники ANC,2,66800.0,133500.0
10165,2025-09-21,Ерлан,Алматы,"Монитор 27""",3,140000.0,420100.0
10166,2025-09-21,Мария,Караганда,"Монитор 27""",2,126000.0,252000.0
10167,2025-09-21,Айгерим,Караганда,Веб-камера 4K,2,40000.0,80100.0
10168,2025-09-21,Айгерим,Алматы,Веб-камера 4K,1,37900.0,37900.0
10169,2025-09-21,Данияр,Алматы,Док-станция USB-C,2,55300.0,110600.0
10170,2025-09-21,Айгерим,Астана,Веб-камера 4K,1,39800.0,39800.0
10171,2025-09-21,Данияр,Алматы,Мышь беспроводная,1,13900.0,13900.0
10172,2025-09-22,Данияр,Алматы,Ноутбук Pro 14,2,413100.0,826300.0
10173,2025-09-22,Данияр,Алматы,Мышь беспроводная,3,14900.0,44800.0
10174,2025-09-22,Ерлан,Алматы,Наушники ANC,1,66800.0,66800.0
10175,2025-09-22,Айгерим,Астана,Веб-камера 4K,1,42700.0,42700.0
10176,2025-09-22,Айгерим,Алматы,Док-станция USB-C,2,52600.0,105200.0
10177,2025-09-22,Айгерим,Алматы,Ноутбук Pro 14,5,386900.0,1934500.0
10178,2025-09-22,Айгерим,Астана,"Монитор 27""",1,135100.0,135100.0
10179,2025-09-22,Айгерим,Шымкент,"Монитор 27""",2,139100.0,278200.0
10180,2025-09-22,Ерлан,Шымкент,Мышь беспроводная,2,13600.0,27300.0
10181,2025-09-22,Данияр,Астана,Клавиатура механ.,1,33300.0,33300.0
10182,2025-09-22,Ерлан,Алматы,Док-станция USB-C,5,54200.0,270800.0
10183,2025-09-22,Айгерим,Алматы,Мышь беспроводная,3,14500.0,43400.0
10184,2025-09-22,Айгерим,Алматы,Наушники ANC,1,63300.0,63300.0
10185,2025-09-22,Ерлан,Астана,Клавиатура механ.,1,30100.0,30100.0
10186,2025-09-22,Светлана,Астана,Клавиатура механ.,3,30800.0,92300.0
10187,2025-09-22,Ерлан,Алматы,"Монитор 27""",1,126700.0,126700.0
10188,2025-09-22,Айгерим,Алматы,Веб-камера 4K,2,43000.0,86000.0
10189,2025-09-22,Айгерим,Шымкент,Мышь беспроводная,5,14400.0,72200.0
10190,2025-09-22,Мария,Алматы,Ноутбук Pro 14,5,415700.0,2078400.0
10191,2025-09-22,Данияр,Астана,Веб-камера 4K,1,40900.0,40900.0
10192,2025-09-22,Мария,Алматы,Док-станция USB-C,3,51700.0,155000.0
10193,2025-09-23,Данияр,Астана,Наушники ANC,2,67500.0,134900.0
10194,2025-09-23,Ерлан,Караганда,Мышь беспроводная,3,14400.0,43200.0
10195,2025-09-23,Айгерим,Шымкент,"Монитор 27""",1,133200.0,133200.0
10196,2025-09-23,Айгерим,Шымкент,Клавиатура механ.,2,31100.0,62300.0
10197,2025-09-23,Айгерим,Караганда,Наушники ANC,1,68600.0,68600.0
10198,2025-09-23,Светлана,Караганда,"Монитор 27""",1,127700.0,127700.0
10199,2025-09-23,Ерлан,Шымкент,"Монитор 27""",1,132400.0,132400.0
10200,2025-09-23,Ерлан,Астана,Наушники ANC,1,67100.0,67100.0
10201,2025-09-23,Айгерим,Караганда,Мышь беспроводная,3,14400.0,43200.0
10202,2025-09-23,Айгерим,Алматы,Наушники ANC,5,69600.0,348100.0
10203,2025-09-23,Светлана,Алматы,Мышь беспроводная,3,13400.0,40200.0
10204,2025-09-23,Данияр,Алматы,Веб-камера 4K,3,42500.0,127400.0
10205,2025-09-23,Данияр,Астана,Клавиатура механ.,2,31900.0,63700.0
10206,2025-09-23,Айгерим,Алматы,Наушники ANC,5,66700.0,333500.0
10207,2025-09-23,Айгерим,Астана,Клавиатура механ.,1,30000.0,30000.0
10208,2025-09-23,Айгерим,Алматы,Ноутбук Pro 14,1,438500.0,438500.0
10209,2025-09-23,Данияр,Алматы,Мышь беспроводная,3,15000.0,45000.0
10210,2025-09-23,Данияр,Алматы,Док-станция USB-C,1,55300.0,55300.0
10211,2025-09-23,Светлана,Астана,Ноутбук Pro 14,1,412700.0,412700.0
10212,2025-09-23,Данияр,Алматы,Наушники ANC,2,63500.0,127100.0
10213,2025-09-23,Светлана,Караганда,Клавиатура механ.,3,33100.0,99300.0
10214,2025-09-24,Айгерим,Шымкент,Док-станция USB-C,1,55500.0,55500.0
10215,2025-09-24,Айгерим,Алматы,Веб-камера 4K,2,40600.0,81200.0
10216,2025-09-24,Мария,Астана,Мышь беспроводная,1,14900.0,14900.0
10217,2025-09-24,Данияр,Шымкент,Веб-камера 4K,1,39700.0,39700.0
10218,2025-09-24,Светлана,Алматы,Ноутбук Pro 14,3,397700.0,1193100.0
10219,2025-09-24,Данияр,Шымкент,"Монитор 27""",5,126000.0,629800.0
10220,2025-09-24,Данияр,Алматы,Наушники ANC,1,66200.0,66200.0
10221,2025-09-24,Светлана,Алматы,Док-станция USB-C,2,57700.0,115400.0
10222,2025-09-25,Светлана,Шымкент,Клавиатура механ.,1,30100.0,30100.0
10223,2025-09-25,Мария,Астана,Ноутбук Pro 14,3,414700.0,1244000.0
10224,2025-09-25,Айгерим,Алматы,Клавиатура механ.,2,31200.0,62500.0
10225,2025-09-25,Светлана,Алматы,"Монитор 27""",5,132700.0,663300.0
10226,2025-09-25,Данияр,Алматы,Клавиатура механ.,2,30300.0,60600.0
10227,2025-09-25,Данияр,Астана,Клавиатура механ.,1,33300.0,33300.0
10228,2025-09-25,Мария,Алматы,Ноутбук Pro 14,2,408300.0,816500.0
10229,2025-09-25,Ерлан,Астана,Веб-камера 4K,5,42100.0,210400.0
10230,2025-09-25,Данияр,Алматы,Веб-камера 4K,1,42600.0,42600.0
10231,2025-09-25,Мария,Шымкент,Док-станция USB-C,1,57300.0,57300.0
10232,2025-09-25,Светлана,Алматы,Наушники ANC,3,64400.0,193300.0
10233,2025-09-25,Светлана,Алматы,Клавиатура механ.,2,29400.0,58900.0
10234,2025-09-25,Айгерим,Алматы,Док-станция USB-C,1,54900.0,54900.0
10235,2025-09-25,Светлана,Алматы,Веб-камера 4K,2,39800.0,79600.0
10236,2025-09-25,Мария,Астана,Клавиатура механ.,3,31400.0,94100.0
10237,2025-09-25,Данияр,Алматы,Ноутбук Pro 14,2,438300.0,876500.0
10238,2025-09-26,Светлана,Астана,Наушники ANC,1,66500.0,66500.0
10239,2025-09-26,Мария,Алматы,"Монитор 27""",5,133500.0,667600.0
10240,2025-09-26,Ерлан,Алматы,Клавиатура механ.,5,31000.0,154800.0
10241,2025-09-26,Мария,Караганда,Док-станция USB-C,2,56800.0,113500.0
10242,2025-09-26,Данияр,Алматы,Клавиатура механ.,1,32100.0,32100.0
10243,2025-09-26,Айгерим,Астана,Мышь беспроводная,2,13600.0,27200.0
10244,2025-09-26,Айгерим,Алматы,Ноутбук Pro 14,2,422600.0,845200.0
10245,2025-09-26,Светлана,Алматы,Веб-камера 4K,1,41900.0,41900.0
10246,2025-09-26,Данияр,Алматы,Док-станция USB-C,2,52500.0,104900.0
10247,2025-09-26,Светлана,Алматы,"Монитор 27""",1,136000.0,136000.0
10248,2025-09-26,Светлана,Астана,Док-станция USB-C,2,56600.0,113300.0
10249,2025-09-26,Данияр,Караганда,Веб-камера 4K,1,41100.0,41100.0
10250,2025-09-26,Айгерим,Алматы,Мышь беспроводная,1,14600.0,14600.0
10251,2025-09-26,Данияр,Караганда,Наушники ANC,5,68000.0,339800.0
10252,2025-09-26,Мария,Астана,Веб-камера 4K,3,39400.0,118300.0
10253,2025-09-26,Айгерим,Караганда,Мышь беспроводная,2,14000.0,27900.0
10254,2025-09-26,Светлана,Астана,Док-станция USB-C,5,57700.0,288300.0
10255,2025-09-27,Светлана,Алматы,Клавиатура механ.,1,32800.0,32800.0
10256,2025-09-27,Ерлан,Шымкент,Клавиатура механ.,1,30800.0,30800.0
10257,2025-09-27,Айгерим,Алматы,"Монитор 27""",1,137800.0,137800.0
10258,2025-09-27,Айгерим,Алматы,Мышь беспроводная,5,13700.0,68500.0
10259,2025-09-27,Светлана,Алматы,Клавиатура механ.,2,33300.0,66600.0
10260,2025-09-27,Данияр,Шымкент,Док-станция USB-C,1,57300.0,57300.0
10261,2025-09-27,Ерлан,Алматы,"Монитор 27""",2,126200.0,252300.0
10262,2025-09-27,Мария,Астана,"Монитор 27""",1,133900.0,133900.0
10263,2025-09-27,Светлана,Астана,Веб-камера 4K,2,43000.0,86000.0
10264,2025-09-28,Ерлан,Шымкент,Клавиатура механ.,2,30900.0,61800.0
10265,2025-09-28,Данияр,Астана,Док-станция USB-C,3,54600.0,163700.0
10266,2025-09-28,Светлана,Алматы,Веб-камера 4K,3,40300.0,121000.0
10267,2025-09-28,Айгерим,Астана,Мышь беспроводная,5,13500.0,67600.0
10268,2025-09-28,Айгерим,Алматы,"Монитор 27""",1,125100.0,125100.0
10269,2025-09-28,Мария,Шымкент,Веб-камера 4K,3,37900.0,113700.0
10270,2025-09-29,Мария,Шымкент,Ноутбук Pro 14,5,431300.0,2156700.0
10271,2025-09-29,Ерлан,Алматы,Ноутбук Pro 14,1,407900.0,407900.0
10272,2025-09-29,Ерлан,Астана,Клавиатура механ.,3,31500.0,94600.0
10273,2025-09-29,Айгерим,Шымкент,Клавиатура механ.,1,30400.0,30400.0
10274,2025-09-29,Айгерим,Алматы,Док-станция USB-C,1,52100.0,52100.0
10275,2025-09-29,Светлана,Алматы,Ноутбук Pro 14,3,408200.0,1224500.0
10276,2025-09-29,Данияр,Шымкент,Док-станция USB-C,2,54800.0,109600.0
10277,2025-09-29,Айгерим,Алматы,Док-станция USB-C,5,57900.0,289400.0
10278,2025-09-29,Ерлан,Астана,Мышь беспроводная,2,13900.0,27800.0
10279,2025-09-29,Ерлан,Алматы,Веб-камера 4K,2,42100.0,84300.0
10280,2025-09-30,Ерлан,Астана,Клавиатура механ.,1,32600.0,32600.0
10281,2025-09-30,Мария,Алматы,"Монитор 27""",1,129000.0,129000.0
10282,2025-09-30,Айгерим,Алматы,Мышь беспроводная,2,14600.0,29200.0
10283,2025-09-30,Мария,Алматы,Ноутбук Pro 14,1,435200.0,435200.0
10284,2025-09-30,Мария,Караганда,Веб-камера 4K,5,40200.0,201100.0
10285,2025-09-30,Мария,Алматы,Мышь беспроводная,1,13700.0,13700.0
10286,2025-09-30,Айгерим,Алматы,Клавиатура механ.,2,30300.0,60700.0
10287,2025-09-30,Айгерим,Шымкент,Ноутбук Pro 14,1,396000.0,396000.0
10288,2025-09-30,Айгерим,Алматы,"Монитор 27""",1,130500.0,130500.0
10289,2025-09-30,Айгерим,Шымкент,Клавиатура механ.,1,32000.0,32000.0
10290,2025-09-30,Айгерим,Алматы,Ноутбук Pro 14,5,391900.0,1959300.0
10291,2025-09-30,Светлана,Шымкент,Мышь беспроводная,2,13600.0,27100.0
10292,2025-09-30,Светлана,Алматы,Ноутбук Pro 14,3,415100.0,1245400.0
10293,2025-09-30,Светлана,Астана,"Монитор 27""",1,129900.0,129900.0
10294,2025-09-30,Светлана,Астана,Док-станция USB-C,3,52800.0,158300.0
10295,2025-10-01,Данияр,Алматы,Веб-камера 4K,2,38400.0,76800.0
10296,2025-10-01,Мария,Алматы,Док-станция USB-C,1,57800.0,57800.0
10297,2025-10-01,Мария,Караганда,Наушники ANC,1,66400.0,66400.0
10298,2025-10-01,Данияр,Астана,Веб-камера 4K,5,39800.0,199000.0
10299,2025-10-01,Мария,Астана,Док-станция USB-C,2,54900.0,109800.0
10300,2025-10-01,Данияр,Алматы,Клавиатура механ.,1,30900.0,30900.0
10301,2025-10-01,Данияр,Алматы,Клавиатура механ.,1,32400.0,32400.0
10302,2025-10-01,Данияр,Шымкент,Веб-камера 4K,2,41700.0,83500.0
10303,2025-10-01,Мария,Алматы,Док-станция USB-C,5,55900.0,279300.0
10304,2025-10-01,Светлана,Астана,Наушники ANC,5,66000.0,330100.0
10305,2025-10-01,Ерлан,Астана,Док-станция USB-C,1,51800.0,51800.0
10306,2025-10-01,Светлана,Астана,Ноутбук Pro 14,1,427000.0,427000.0
10307,2025-10-01,Ерлан,Алматы,"Монитор 27""",2,124300.0,248600.0
10308,2025-10-02,Айгерим,Шымкент,Веб-камера 4K,2,39200.0,78300.0
10309,2025-10-02,Светлана,Караганда,"Монитор 27""",2,133600.0,267200.0
10310,2025-10-02,Мария,Шымкент,Веб-камера 4K,3,38700.0,116200.0
10311,2025-10-02,Ерлан,Астана,Наушники ANC,1,63500.0,63500.0
10312,2025-10-02,Мария,Алматы,"Монитор 27""",2,141400.0,282900.0
10313,2025-10-02,Айгерим,Шымкент,Док-станция USB-C,1,54600.0,54600.0
10314,2025-10-02,Данияр,Шымкент,"Монитор 27""",3,129200.0,387600.0
10315,2025-10-02,Данияр,Астана,Ноутбук Pro 14,1,414800.0,414800.0
10316,2025-10-02,Данияр,Астана,Наушники ANC,1,68500.0,68500.0
10317,2025-10-02,Мария,Алматы,Ноутбук Pro 14,1,411600.0,411600.0
10318,2025-10-02,Данияр,Алматы,Мышь беспроводная,1,13700.0,13700.0
10319,2025-10-02,Ерлан,Караганда,Мышь беспроводная,5,14100.0,70500.0
10320,2025-10-02,Светлана,Астана,"Монитор 27""",1,135600.0,135600.0
10321,2025-10-02,Айгерим,Астана,Клавиатура механ.,2,31200.0,62500.0
10322,2025-10-02,Айгерим,Астана,Клавиатура механ.,5,33400.0,167100.0
10323,2025-10-02,Айгерим,Караганда,Мышь беспроводная,1,15000.0,15000.0
10324,2025-10-02,Айгерим,Шымкент,Веб-камера 4K,3,38300.0,115000.0
10325,2025-10-02,Светлана,Астана,Док-станция USB-C,1,55400.0,55400.0
10326,2025-10-02,Айгерим,Караганда,Наушники ANC,1,66500.0,66500.0
10327,2025-10-02,Данияр,Караганда,Клавиатура механ.,1,30200.0,30200.0
10328,2025-10-03,Мария,Шымкент,Док-станция USB-C,3,55500.0,166500.0
10329,2025-10-03,Мария,Астана,"Монитор 27""",5,136600.0,682800.0
